log_bundle_id,log_bundle_size,total_time_taken,event_name
762.0,11406.0,00:00:16,Caching
762.0,11406.0,00:00:08,Dashboard Processing
762.0,11406.0,00:00:03,Panacea 1 Processing
762.0,11406.0,00:00:30,Log Anomaly Processing
762.0,11406.0,00:25:30,LLM Summary Processing
762.0,11406.0,00:29:17,Total Time
762.0,11406.0,00:00:05,Downloading
804.0,23.0,00:03:34,LLM Summary Processing
804.0,23.0,00:00:14,Log Anomaly Processing
804.0,23.0,00:00:01,Panacea 1 Processing
804.0,23.0,00:00:03,Dashboard Processing
804.0,23.0,00:00:01,Caching
804.0,23.0,00:00:03,Parsing
804.0,23.0,00:00:03,Logs Parsing
804.0,23.0,00:00:01,Metrics Parsing
804.0,23.0,00:00:00,Extracting
804.0,23.0,00:00:01,Downloading
804.0,23.0,00:03:58,Total Time
805.0,18.0,00:00:18,Log Anomaly Processing
805.0,18.0,00:00:05,Parsing
805.0,18.0,00:00:15,Caching
805.0,18.0,00:00:12,Dashboard Processing
805.0,18.0,00:00:01,Panacea 1 Processing
805.0,18.0,00:00:02,Logs Parsing
805.0,18.0,00:00:27,LLM Summary Processing
805.0,18.0,00:01:19,Total Time
805.0,18.0,00:00:01,Extracting
805.0,18.0,00:00:00,Downloading
805.0,18.0,00:00:00,Metrics Parsing
807.0,8111.0,00:00:15,Extracting
807.0,8111.0,00:00:10,LLM Summary Processing
807.0,8111.0,00:02:08,Total Time
807.0,8111.0,00:00:07,Downloading
807.0,8111.0,00:00:02,Logs Parsing
807.0,8111.0,00:01:18,Metrics Parsing
807.0,8111.0,00:01:20,Parsing
807.0,8111.0,00:00:01,Caching
807.0,8111.0,00:00:09,Dashboard Processing
807.0,8111.0,00:00:02,Panacea 1 Processing
807.0,8111.0,00:00:02,Log Anomaly Processing
826.0,0.0,00:00:02,Total Time
826.0,0.0,00:00:00,Extracting
826.0,0.0,00:00:02,Downloading
